Cards,Move History,Outcome
"3, 3, 10, 4, 2, 3, 6, 4, 11, 2, 9, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 100 to 200'), (0, 'folds'), (1, 'calls 100'), (1, 'checks'), (5, 'checks'), (1, 'bets 200'), (5, 'folds')]",0
"8, 3, 7, 1, 10, 3, 10, 1, 8, 4, 1, 1, 1, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'calls 110'), (2, 'checks'), (4, 'bets 150'), (2, 'raises 525 to 675'), (4, 'calls 525'), (2, 'checks'), (4, 'bets 900'), (2, 'calls 900'), (2, 'checks'), (4, 'checks'), (2, 'shows [Ts 8d]')]",0
"9, 3, 11, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"3, 3, 5, 3, 13, 1, 3, 4, 1, 1, 6, 2, 5, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'folds'), (4, 'calls 150'), (4, 'checks'), (2, 'checks'), (4, 'checks'), (2, 'checks'), (4, 'bets 400'), (2, 'calls 400'), (4, 'shows [2h As]'), (2, 'shows [Ac 4s]')]",0
"12, 3, 2, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds')]",0
"12, 4, 3, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 300 to 400'), (0, 'folds')]",0
"13, 3, 4, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 775 to 1000'), (3, 'folds')]",0
"12, 4, 10, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 150 to 250'), (1, 'folds'), (2, 'folds')]",1
"9, 3, 10, 1, 8, 3, 4, 2, 4, 4","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'raises 100 to 200'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'calls 100'), (3, 'checks'), (5, 'bets 235'), (3, 'folds')]",0
"1, 4, 13, 2, 4, 3, 4, 1, 1, 2, 10, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'raises 150 to 250'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'calls 150'), (4, 'checks'), (0, 'checks'), (4, 'checks'), (0, 'bets 275'), (4, 'folds')]",1
"7, 4, 11, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'calls 50'), (5, 'raises 350 to 450'), (4, 'folds')]",0
"3, 2, 10, 4","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 250 to 350'), (0, 'folds')]",0
"13, 1, 12, 4, 3, 2, 2, 4, 4, 2","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'calls 50'), (1, 'checks'), (0, 'checks'), (1, 'bets 150'), (0, 'folds')]",0
"6, 1, 9, 1, 11, 4, 13, 3, 9, 3, 12, 3, 5, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 100 to 200'), (1, 'calls 150'), (2, 'calls 100'), (1, 'checks'), (2, 'checks'), (0, 'bets 300'), (1, 'calls 300'), (2, 'folds'), (1, 'checks'), (0, 'checks'), (1, 'bets 900'), (0, 'folds')]",0
"10, 1, 12, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'raises 125 to 225'), (1, 'folds'), (2, 'folds'), (3, 'folds')]",1
"3, 3, 4, 4","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'folds'), (4, 'folds')]",0
"1, 2, 2, 3, 7, 2, 11, 3, 7, 4, 6, 2, 12, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'calls 250'), (4, 'folds'), (5, 'calls 150'), (5, 'checks'), (2, 'checks'), (3, 'bets 400'), (5, 'folds'), (2, 'calls 400'), (2, 'checks'), (3, 'bets 800'), (2, 'calls 800'), (2, 'checks'), (3, 'checks'), (2, 'shows [Jh Ks]')]",0
"2, 2, 9, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 250 to 350'), (0, 'folds')]",0
"10, 2, 9, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 175 to 275'), (1, 'folds')]",1
"9, 2, 11, 2, 4, 1, 13, 3, 9, 4, 6, 2, 11, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (0, 'calls 210'), (1, 'folds'), (2, 'calls 110'), (2, 'checks'), (4, 'checks'), (0, 'checks'), (2, 'checks'), (4, 'bets 700'), (0, 'calls 700'), (2, 'folds'), (4, 'bets 525'), (0, 'calls 525'), (4, 'shows [Qd Td]')]",0
"2, 4, 5, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"7, 1, 12, 4, 7, 2, 6, 3, 4, 1, 1, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds'), (4, 'calls 125'), (4, 'checks'), (1, 'checks'), (4, 'checks'), (1, 'bets 250'), (4, 'folds')]",0
"5, 3, 10, 3, 5, 2, 6, 2, 5, 4, 1, 1, 3, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'folds'), (4, 'folds'), (5, 'calls 150'), (5, 'checks'), (2, 'checks'), (5, 'checks'), (2, 'checks'), (5, 'checks'), (2, 'checks'), (2, 'shows [Th Ac]')]",0
"5, 2, 6, 1, 1, 1, 7, 1, 13, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'calls 125'), (0, 'checks'), (3, 'bets 250'), (0, 'folds')]",0
"2, 1, 10, 3, 10, 1, 1, 3, 6, 2, 11, 1, 8, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (0, 'folds'), (1, 'calls 110'), (1, 'checks'), (4, 'checks'), (1, 'checks'), (4, 'bets 115'), (1, 'calls 115'), (1, 'checks'), (4, 'bets 1000'), (1, 'folds')]",0
"6, 4, 2, 1, 4, 1, 3, 4, 11, 3, 8, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'calls 110'), (2, 'checks'), (4, 'bets 150'), (2, 'calls 150'), (2, 'checks'), (4, 'bets 500'), (2, 'folds')]",0
"11, 2, 6, 4","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds')]",0
"1, 1, 5, 4","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'raises 100 to 200'), (0, 'folds'), (1, 'folds'), (2, 'raises 550 to 750'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",0
"3, 4, 6, 3, 12, 3, 9, 3, 13, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'calls 250'), (4, 'folds'), (5, 'folds'), (2, 'checks'), (3, 'bets 325'), (2, 'folds')]",0
"4, 4, 13, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"10, 2, 3, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'raises 150 to 250'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds')]",0
"1, 1, 4, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 150 to 250'), (1, 'raises 652 to 902'), (2, 'folds'), (0, 'folds')]",0
"11, 1, 12, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'raises 110 to 210'), (5, 'folds'), (0, 'raises 471 to 681'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 1604 to 2285'), (0, 'folds')]",0
"8, 3, 2, 4, 10, 1, 5, 2, 6, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'calls 200'), (4, 'folds'), (3, 'checks'), (2, 'bets 450'), (3, 'folds')]",0
"1, 3, 9, 1","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",0
"9, 3, 12, 4","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds')]",0
"8, 3, 10, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'raises 150 to 250'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds')]",0
"7, 4, 9, 1, 12, 1, 11, 2, 5, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 200 to 300'), (2, 'raises 650 to 950'), (1, 'raises 1800 to 2750'), (2, 'calls 1800'), (1, 'bets 2075'), (2, 'folds')]",0
"3, 1, 10, 3, 13, 1, 9, 1, 2, 2, 11, 1, 1, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'raises 100 to 200'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'calls 100'), (3, 'checks'), (5, 'bets 250'), (3, 'calls 250'), (3, 'checks'), (5, 'checks'), (3, 'checks'), (5, 'checks'), (5, 'shows [As 9s]')]",0
"8, 2, 11, 3, 10, 4, 7, 1, 11, 1, 4, 2, 12, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'folds'), (4, 'calls 150'), (4, 'checks'), (2, 'checks'), (4, 'bets 350'), (2, 'calls 350'), (4, 'bets 400'), (2, 'folds')]",0
"10, 3, 3, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'raises 525 to 750'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'raises 1550 to 2300'), (2, 'folds')]",0
"1, 3, 4, 2, 8, 3, 12, 4, 3, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 150 to 250'), (5, 'folds'), (0, 'calls 150'), (0, 'checks'), (4, 'bets 400'), (0, 'folds')]",0
"11, 4, 9, 3, 9, 1, 8, 4, 8, 3, 10, 3, 1, 2","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'calls 50'), (1, 'checks'), (0, 'checks'), (1, 'checks'), (0, 'checks'), (1, 'bets 100'), (0, 'calls 100'), (0, 'checks'), (1, 'checks'), (1, 'shows [Ts 5h]')]",0
"1, 2, 5, 4, 7, 3, 10, 2, 4, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'calls 110'), (2, 'checks'), (4, 'bets 235'), (2, 'folds')]",0
"12, 1, 6, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds')]",0
"4, 3, 13, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'folds'), (4, 'folds')]",0
"4, 4, 11, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",0
"12, 1, 5, 4","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 250 to 350'), (0, 'folds')]",0
"9, 2, 8, 1, 6, 1, 11, 2, 2, 1, 9, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 125'), (1, 'checks'), (3, 'bets 375'), (1, 'calls 375'), (1, 'checks'), (3, 'bets 937'), (1, 'folds')]",0
"2, 1, 12, 4, 10, 4, 7, 4, 12, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 200 to 300'), (2, 'calls 200'), (1, 'bets 450'), (2, 'folds')]",0
"4, 1, 12, 4, 7, 2, 4, 3, 10, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'raises 110 to 210'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'calls 110'), (3, 'checks'), (4, 'bets 235'), (3, 'folds')]",0
"2, 3, 7, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds')]",0
"12, 1, 10, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",0
"9, 1, 3, 1, 12, 3, 3, 3, 7, 4, 6, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'calls 125'), (0, 'checks'), (3, 'bets 250'), (0, 'calls 250'), (0, 'checks'), (3, 'bets 750'), (0, 'folds')]",0
"7, 3, 10, 3, 13, 2, 1, 3, 12, 2, 4, 1, 12, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'raises 150 to 250'), (3, 'calls 250'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'checks'), (3, 'checks'), (2, 'checks'), (3, 'checks'), (2, 'checks'), (3, 'checks'), (2, 'shows [8s 8h]')]",0
"4, 3, 6, 2, 6, 1, 4, 1, 11, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'raises 100 to 200'), (0, 'folds'), (1, 'raises 650 to 850'), (2, 'folds'), (5, 'calls 650'), (1, 'bets 805'), (5, 'folds')]",0
"4, 3, 9, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"8, 2, 2, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'raises 100 to 200'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",0
"10, 1, 5, 2, 7, 4, 2, 4, 4, 3, 3, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'calls 225'), (4, 'folds'), (5, 'calls 125'), (5, 'checks'), (1, 'checks'), (3, 'bets 362'), (5, 'calls 362'), (1, 'folds'), (5, 'bets 975'), (3, 'folds')]",0
"6, 1, 11, 4, 3, 3, 4, 2, 10, 4","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'raises 925 to 1150'), (0, 'folds'), (3, 'calls 925'), (5, 'bets 975'), (3, 'folds')]",0
"6, 3, 12, 2, 10, 4, 2, 4, 10, 1, 6, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'raises 150 to 250'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 150'), (1, 'checks'), (2, 'checks'), (1, 'checks'), (2, 'bets 175'), (1, 'folds')]",0
"11, 1, 1, 4, 3, 1, 4, 1, 8, 4, 12, 3, 13, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 150 to 250'), (1, 'folds'), (2, 'calls 150'), (2, 'checks'), (0, 'checks'), (2, 'checks'), (0, 'checks'), (2, 'checks'), (0, 'checks'), (0, 'shows [Jh As]')]",1
"5, 2, 8, 1, 7, 1, 11, 3, 12, 4, 12, 3, 4, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'raises 800 to 1025'), (3, 'folds'), (1, 'calls 800'), (2, 'checks'), (1, 'checks'), (2, 'checks'), (1, 'bets 1375'), (2, 'calls 1375'), (2, 'checks'), (1, 'bets 3750'), (2, 'calls 3750'), (2, 'shows [Ac Js]')]",0
"4, 4, 1, 4","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'raises 100 to 200'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",1
"11, 2, 7, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'raises 1175 to 1400'), (3, 'folds')]",0
"3, 3, 6, 4, 4, 4, 7, 2, 4, 2, 4, 3, 1, 4","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'folds'), (4, 'folds'), (5, 'raises 900 to 1150'), (0, 'folds'), (2, 'calls 900'), (5, 'bets 900'), (2, 'calls 900'), (5, 'bets 1700'), (2, 'calls 1700'), (5, 'bets 2500'), (2, 'folds')]",0
"2, 3, 2, 2, 1, 2, 11, 2, 13, 2, 7, 2, 13, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'calls 210'), (0, 'calls 160'), (1, 'calls 110'), (0, 'checks'), (1, 'checks'), (4, 'checks'), (5, 'checks'), (0, 'checks'), (1, 'checks'), (4, 'bets 840'), (5, 'folds'), (0, 'calls 840'), (1, 'folds'), (0, 'checks'), (4, 'bets 8950 and is all-in'), (0, 'folds')]",0
"10, 4, 2, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"9, 1, 8, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'raises 100 to 200'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds')]",0
"5, 4, 1, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds')]",0
"10, 2, 13, 2, 11, 1, 10, 4, 1, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'raises 125 to 225'), (1, 'folds'), (2, 'folds'), (3, 'calls 225'), (4, 'folds'), (5, 'folds'), (0, 'bets 300'), (3, 'folds')]",1
"12, 1, 3, 2","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds')]",0
"8, 3, 4, 2, 9, 4, 13, 4, 13, 2, 9, 3, 12, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 100 to 200'), (0, 'folds'), (1, 'calls 100'), (1, 'checks'), (5, 'bets 150'), (1, 'calls 150'), (1, 'checks'), (5, 'checks'), (1, 'bets 750'), (5, 'folds')]",0
"4, 2, 10, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'raises 100 to 200'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"1, 4, 13, 1, 6, 2, 2, 4, 12, 3, 7, 1, 10, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'raises 100 to 200'), (0, 'calls 200'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (5, 'bets 200'), (0, 'calls 200'), (5, 'bets 650'), (0, 'calls 650'), (5, 'checks'), (0, 'bets 3375'), (5, 'folds')]",1
"7, 3, 1, 1, 7, 2, 11, 4, 8, 3, 13, 3, 5, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds'), (4, 'calls 125'), (4, 'checks'), (1, 'checks'), (4, 'checks'), (1, 'checks'), (4, 'checks'), (1, 'bets 300'), (4, 'folds')]",0
"13, 3, 1, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'raises 100 to 200'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"13, 2, 5, 4, 13, 4, 1, 4, 3, 3, 8, 1, 5, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 150 to 250'), (5, 'raises 900 to 1150'), (0, 'folds'), (4, 'calls 900'), (5, 'bets 850'), (4, 'calls 850'), (5, 'checks'), (4, 'checks'), (5, 'bets 5500'), (4, 'folds')]",0
"6, 3, 13, 2, 13, 1, 11, 3, 3, 1, 2, 2","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 125'), (1, 'checks'), (3, 'checks'), (1, 'checks'), (3, 'bets 375'), (1, 'folds')]",0
"8, 1, 5, 4, 13, 1, 5, 3, 7, 3, 4, 2, 4, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'calls 110'), (2, 'checks'), (4, 'bets 150'), (2, 'calls 150'), (2, 'checks'), (4, 'checks'), (2, 'checks'), (4, 'checks'), (4, 'shows [9h 9d]')]",0
"6, 3, 3, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"12, 1, 3, 4, 11, 1, 8, 2, 2, 4, 1, 2, 13, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'folds'), (4, 'calls 150'), (4, 'checks'), (2, 'checks'), (4, 'checks'), (2, 'checks'), (4, 'checks'), (2, 'bets 300'), (4, 'folds')]",0
"12, 4, 10, 4, 2, 4, 2, 3, 2, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'raises 100 to 200'), (1, 'raises 500 to 700'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'calls 500'), (0, 'checks'), (1, 'bets 650'), (0, 'folds')]",0
"9, 2, 3, 4","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"7, 4, 1, 4, 11, 1, 9, 3, 10, 2, 1, 2, 9, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (0, 'calls 160'), (1, 'calls 110'), (0, 'checks'), (1, 'checks'), (4, 'checks'), (0, 'bets 315'), (1, 'folds'), (4, 'calls 315'), (0, 'checks'), (4, 'bets 630'), (0, 'calls 630'), (4, 'shows [9d Kd]')]",0
"4, 1, 5, 1, 3, 2, 13, 1, 10, 1, 4, 3, 2, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 150 to 250'), (1, 'folds'), (2, 'raises 850 to 1100'), (0, 'calls 850'), (2, 'bets 800'), (0, 'calls 800'), (2, 'checks'), (0, 'checks'), (2, 'checks'), (0, 'bets 5775'), (2, 'folds')]",1
"11, 2, 5, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds')]",0
"9, 3, 7, 3, 11, 3, 5, 1, 8, 4","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'raises 600 to 850'), (4, 'folds'), (2, 'calls 600'), (3, 'bets 1222'), (2, 'folds')]",0
"6, 1, 10, 1, 11, 2, 3, 1, 5, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'calls 50'), (5, 'checks'), (4, 'checks'), (5, 'bets 100'), (4, 'folds')]",0
"3, 1, 13, 1, 7, 3, 4, 1, 11, 3, 8, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 150 to 250'), (5, 'folds'), (0, 'calls 150'), (0, 'checks'), (4, 'checks'), (0, 'bets 550'), (4, 'folds')]",1
"2, 1, 3, 4","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'raises 540 to 750'), (0, 'folds'), (1, 'folds'), (4, 'raises 1510 to 2260'), (5, 'folds')]",0
